,0
1185,Novel amino glycerin decorated ammonium polyphosphate for the highly-efficient intumescent flame retardance of wood flour/polypropylene composite via simultaneous interfacial and bulk charring
1186,A unified approach for thermoelastic constitutive modeling of composite structures
1187,Bimetallic nanocomposites and the performance of inverted organic solar cell
1188,3D reduced graphene oxide/FeNi3-ionic liquid nanocomposite modified sensor; an electrical synergic effect for development of tert-butylhydroquinone and folic acid sensor
1189,3D printed antibacterial silver nanowire/polylactide nanocomposites
1190,A multiscale micromechanical model of adhesive interphase between cement paste and epoxy supported by nanomechanical evidence
1191,Multi-perspective [email protected] nanocomposites: Synthesis using drumstick peel as carbon source and its optimization using response surface methodology
1192,Thermomechanical vibration of bi-directional functionally graded non-uniform timoshenko nanobeam using nonlocal elasticity theory
1193,Fabrication of super-tough ternary blends by melt compounding of poly(lactic acid) with poly(butylene succinate) and ethylene-methyl acrylate-glycidyl methacrylate
1194,Deterioration rate of renewable polyurethanes composites prior to ultra violet irradiation exposure
1195,New lattice models for dynamic fracture problems of anisotropic materials
1196,Active vibration control of GPLs-reinforced FG metal foam plates with piezoelectric sensor and actuator layers
1197,Simple synthesis of Cu2O/GQDs nanocomposite with different morphologies fabricated by tuning the synthesis parameters as novel antibacterial material
1198,An overview on nitride and nitrogen-doped photocatalysts for energy and environmental applications
1199,Editorial Board
1200,Publisher's note
1201,Construction of core-shell structural [email protected] nanoplate functional particles with high electromagnetic shielding effectiveness
1202,Magnetic ZnFe2O4@ZnSe hollow nanospheres for photocatalytic hydrogen production application
1203,Failure of brittle micro-spherical shells embedded in elastomer matrix under indentation
1204,Size-dependent secondary resonance of a piezoelectrically laminated bistable MEMS arch resonator
1205,Analysis of mechanical behavior of 3D printed heterogeneous particle-polymer composites
1206,Application of thermographic testing for the characterization of impact damage during and after impact load
1207,Fabrication of core-shell like hybrids of CuCo2S4@NiCo(OH)2 nanosheets for supercapacitor applications
1208,Edge-oxidized graphene oxide (EOGO) in cement composites: Cement hydration and microstructure
1209,Investigation of guided wave properties of anisotropic composite laminates using a semi-analytical finite element method
1210,Boundary layer effect at the edge of fibrous composites using homogenization theory
1211,Recyclability analysis of PLA/Sisal fiber biocomposites
1212,A temperature-dependent storage modulus model for filler-dispersed PEG/silica composites
1213,Effect of styrene-butadiene rubber and fumed silica nano-filler on the microstructure and mechanical properties of glass fiber reinforced unsaturated polyester resin
1214,Inquiry into bond behavior of CFRP sheets to concrete exposed to elevated temperatures – Experimental & analytical evaluation
1215,Nano-featured poly (lactide-co-glycolide)-graphene microribbons as a promising substrate for nerve tissue engineering
1216,Synthesis of polyaniline-modified graphene oxide for obtaining a high performance epoxy nanocomposite film with excellent UV blocking/anti-oxidant/ anti-corrosion capabilities
1217,Sensitive conductive polymer nanocomposites from multiwalled carbon nanotube coated with polypyrrole and hydroxyl-terminated poly(butadiene-co-acrylonitile) polyurethane for detection of chloroform vapor
1218,Material degradation of cfrp-to-steel joints subjected to salt fog
1219,Improving the flame retardancy and water resistance of polylactic acid by introducing polyborosiloxane microencapsulated ammonium polyphosphate
1220,The pyrolysis behaviors of phosphorus-containing organosilicon compound modified APP with different polyether segments and their flame retardant mechanism in polyurethane foam
1221,"High specific strength hybrid polypropylene composites using carbon fibre and hollow glass microspheres: Development, characterization and comparison with empirical models"
1222,Influence of metal surface preparation on the flexural strength and impact damage behaviour of thermoplastic FRP reinforced metal laminate made by press forming
1223,Laser direct joining of CFRTP and aluminium alloy with a hybrid surface pre-treating method
1224,Silver chromate modified sulfur doped graphitic carbon nitride microrod composites with enhanced visible-light photoactivity towards organic pollutants degradation
1225,Phase change-induced tunable dielectric permittivity of poly(vinylidene fluoride)/polyethylene glycol/graphene oxide composites
1226,Novel hydrophobic macroporous polypropylene monoliths for efficient separation of hydrocarbons
1227,Effect of kaolin content on the performances of kaolin-hybridized soybean meal-based adhesives for wood composites
1228,High modulus biocomposites via additive manufacturing: Cellulose nanofibril networks as “microsponges”
1229,TRM strengthening of masonry arches: An experimental investigation on the effect of strengthening layout and textile fibre material
1230,Excellent electromagnetic shield derived from MWCNT reinforced NR/PP blend nanocomposites with tailored microstructural properties
1231,Electromagnetic shielding effectiveness of carbon fibre reinforced composites
1232,Estimating Young's modulus of graphene/polymer composites using stochastic multi-scale modeling
1233,Design of bi-modal pore structure polyarylene ether nitrile/SiO2 foams with ultralow-k dielectric and wave transparent properties by supercritical carbon dioxide
1234,Exfoliation level of aggregated graphitic nanoplatelets by oxidation followed by silanization on controlling mechanical and nanomechanical performance of hybrid CFRP composites
1235,Thermo-mechanical behaviour of composite moulding compounds at elevated temperatures
1236,Reduced air sensitivity and improved electrochemical stability of P2–Na2/3Mn1/2Fe1/4Co1/4O2 through atomic layer deposition-assisted Al2O3 coating
1237,Two Strategies to precisely tune the mechanical properties of plant oil-derived epoxy resins
1238,High strength/density ratio in a syntactic foam made from one-part mix geopolymer and cenospheres
1239,Effect of chemically modified recycled carbon fiber composite on the mechanical properties of cementitious mortar
1240,Self-healing of impact damage in fiber-reinforced composites
1241,"The effect of thermally developed [email protected]2 core-shell structured nanoparticles on the mechanical, thermal and UV-shielding properties of polyimide composites"
1242,The role of graphene loading on the corrosion-promotion activity of graphene/epoxy nanocomposite coatings
1243,Vibration analysis of single-stranded DNA-wrapped single-walled carbon nanotubes using finite element method
1244,"Effects of silanization and modification treatments on the stiffness and toughness of BF/SEBS/PA6,6 hybrid composites"
1245,Rheological premonitory of nanoclay morphology on the mechanical characteristics of composite aerogels
1246,"Bioinspired silver nanoparticles/reduced graphene oxide nanocomposites for catalytic reduction of 4-nitrophenol, organic dyes and act as energy storage electrode material"
1247,Insights on the capillary transport mechanism in the sustainable cement hydrate impregnated with graphene oxide and epoxy composite
1248,Multiscale surrogate-based framework for reliability analysis of unidirectional FRP composites
1249,"Triple-shape memory effect in a styrene-based shape memory polymer: Characterization, theory and application"
1250,New gutta percha composite with high thermal conductivity and low shear viscosity contributed by the bridging fillers containing ZnO and CNTs
1251,Assessment of mechanical and physical properties of LDPE reinforced with marble dust
1252,Finite element modeling of reinforced concrete beams externally strengthened in flexure with side-bonded FRP laminates
1253,Thermo-mechanical characterisation and modelling of GFRP laminated aluminium
1254,Hybridization effect of talc/glass fiber as a filler in polycarbonate/acrylonitrile-butadiene-styrene composites
1255,Tribological behavior of UHMWPE matrix composites reinforced with PTFE particles and aramid fibers
1256,Wear performance of UHMWPE based composites including nano-sized fumed silica
1257,Acoustic emission based investigation on the effect of temperature and hybridization on drop weight impact and post-impact residual strength of hemp and basalt fibres reinforced polymer composite laminates
1258,Low-velocity impact performance of nanofiber-interlayered aramid/epoxy nanocomposites
1259,Development of strain sensor using conductive poly(vinylidene fluoride) (PVDF) nanocomposite membrane reinforced with ionic liquid (IL) & carbon nanofiber (CNF)
1260,Impact of curvature type on the behavior of slender reinforced concrete rectangular column confined with CFRP composite
1261,Investigation of the constancy of the MWCNTs on the fibres surface for manufactured self-sensing composites
1262,"Effect of YIG nanoparticle size and clustering in proximity-induced magnetism in graphene/YIG composite probed with magnetoimpedance sensors: Towards improved functionality, sensitivity and proximity detection"
1263,Prediction model on compressive strength of recycled aggregate concrete filled steel tube columns
1264,AgNPs embedded N- doped highly porous carbon derived from chitosan based hydrogel as catalysts for the reduction of 4-nitrophenol
1265,"Effects of the type of processing on thermal, morphological and acoustic properties of syntactic foams"
1266,Enhancing cadmium removal by low-cost nanocomposite adsorbents from aqueous solutions; a continuous system
1267,Investigation on fabrication and property of graded composites obtained via centrifugal casting in the magnetic field
1268,A simple model to predict effective conductivity of multicomponent matrix-based composite materials with high volume concentration of particles
1269,Parametric excitation of Euler–Bernoulli nanobeams under thermo-magneto-mechanical loads: Nonlinear vibration and dynamic instability
1270,Experimental and numerical investigation of the residual strength of steel-composites bonded joints: Effect of media and aging condition
1271,Super-hydrophobic graphene oxide-azobenzene hybrids for improved hydrophobicity of polyurethane
1272,Vibration analysis of multi-scale hybrid nanocomposite plates based on a Halpin-Tsai homogenization model
1273,"Reinforcement of the optical, thermal and electrical properties of PEO based on MWCNTs/Au hybrid fillers: Nanodielectric materials for organoelectronic devices"
1274,Effect of seawater ageing with different temperatures and concentrations on static/dynamic mechanical properties of carbon fiber reinforced polymer composites
1275,Characterization of hydroxyapatite from eggshell waste and polycaprolactone (PCL) composite for scaffold material
1276,A novel method to produce kiss-bonds in composites components for NDI and characterisation purposes
1277,Effects of aging on asphalt binders modified with microencapsulated phase change material
1278,Development of biocompatibility in the orthodontic brackets based on MgAl2O4/ Si3N4 nanocomposites
1279,Theoretical and numerical analyses of the structural stability of the pipe-grout-liner system with a crown void subjected to external pressure
1280,Tensile fatigue characterization of polyamide 66/carbon fiber direct/in-line compounded long fiber thermoplastic composites
1281,Effect of elevated operating temperature on the dynamic mechanical performance of E-glass/epoxy composite
1282,Investigation on energy director-less ultrasonic welding of polyetherimide (PEI)- to epoxy-based composites
1283,Strengthening effect of melamine functionalized low-dimension carbon at fiber reinforced polymer composites and their interlaminar shear behavior
1284,Electrospun and hydrothermal techniques to synthesize the carbon-coated nickel sulfide microspheres/carbon nanofibers nanocomposite for high performance liquid-state solar cells
1285,Modelling the size and strength benefits of optimised step/scarf joints and repairs in composite structures
1286,Multiscale analysis of notched fiber reinforced laminates
1287,Electrically conductive asphalt concrete: An alternative for automating the winter maintenance operations of transportation infrastructure
1288,Solution for cross- and angle-ply laminated Kirchhoff nano plates in bending using strain gradient theory
1289,Damage mapping using strain distribution of an optical fiber embedded in a composite cylinder after low-velocity impacts
1290,Orientating carbon nanotube bundles and barium titanate nanofibers in tri-layer structure to develop high energy density epoxy resin composites with greatly improved dielectric constant and breakdown strength
1291,"Mechanical properties, rheological behaviors, and phase morphologies of high-toughness PLA/PBAT blends by in-situ reactive compatibilization"
1292,Copper matrix composites reinforced by rGO-MoS2 hybrid: Strengthening effect to enhancement of tribological properties
1293,The investigation of mechanical properties of a structural adhesive via digital image correlation (DIC) technic
1294,Static and dynamic analyses of cracked functionally graded structural components: A review
1295,On controlling aerogel microstructure by freeze casting
1296,Corrigendum to “Dynamic moduli and creep damping analysis of short carbon fiber reinforced polymer hybrid nanocomposite containing silica nanoparticle-on the nanoparticle size and volume fraction dependent aggregation” [Compos. Part B 167 (2019) 277–301]
1297,Editorial Board
1298,Optimization of triboelectric energy harvesting from falling water droplet onto wrinkled polydimethylsiloxane-reduced graphene oxide nanocomposite surface
1299,Production of geopolymer mortar system containing high calcium biomass wood ash as a partial substitution to fly ash: An early age evaluation
1300,Experimental and numerical determination of the thermal cycle performance of joints obtained with nanostructure-doped nanocomposite adhesives
1301,Nickel-cobalt phosphate/graphene foam as enhanced electrode for hybrid supercapacitor
1302,"The porosity, microstructure, and hardness of Al-Mg composites reinforced with micro particle SiC/Al2O3 produced using powder metallurgy"
1303,"Heat treatment and quenching media effects on the thermodynamical, thermoelastical and structural characteristics of a new Cu-based quaternary shape memory alloy"
1304,Characterization of polypropylene composites using yerba mate fibers as reinforcing filler
1305,Comparing various toughening mechanisms occurred in nanomodified laminates under impact loading
1306,Synthesis and characterization of 3D flower-like nickel oxide entrapped on boron doped carbon nitride nanocomposite: An efficient catalyst for the electrochemical detection of nitrofurantoin
1307,Effect of starch nanoparticles on the crystallization kinetics and photodegradation of high density polyethylene
1308,High-performance polyphenylene sulfide composites with ultra-high content of glass fiber fabrics
1309,Processing and characterization of robust carbon–carbon composites from inexpensive petroleum pitch without re-impregnation process
1310,Various polymeric monomers derived from renewable rosin for the modification of fast-growing poplar wood
1311,N-doped carbon quantum dots @ hexagonal porous copper oxide decorated multiwall carbon nanotubes: A hybrid composite material for an efficient ultra-sensitive determination of caffeic acid
1312,Comprehensive enhancement in overall properties of MWCNTs-COOH/epoxy composites by microwave: An efficient approach to strengthen interfacial bonding via localized superheating effect
1313,Fatigue damage behavior in carbon fiber polymer composites under biaxial loading
1314,3D-printed polymer composites with acoustically assembled multidimensional filler networks for accelerated heat dissipation
1315,Behavior of steel I-beam embedded in normal and steel fiber reinforced concrete incorporating demountable bolted connectors
1316,Comparative investigation on electronic properties of metal-semiconductor structures with variable ZnO thin film thickness for sensor applications
1317,"Robust, self-cleaning, anti-fouling, superamphiphobic soy protein isolate composite films using spray-coating technique with fluorinated HNTs/SiO2"
1318,Influence of environmental aging in two polymer-reinforced composites using different hybridization methods: Glass/Kevlar fiber hybrid strands and in the weft and warp alternating Kevlar and glass fiber strands
1319,Developing high performance PA 11/cellulose nanocomposites for industrial-scale melt processing
1320,Effect of adding carbon nanotubes on the thermal conductivity of steel fiber-reinforced concrete
1321,A low-voltage graphene/Ag-based phase transition-controlled force actuator
1322,Freeze-thaw cycling effect on tensile properties of unidirectional flax fiber reinforced polymers
1323,A high-efficiency photoelectrochemistry of Cu2O/TiO2 nanotubes based composite for hydrogen evolution under sunlight
1324,Fracture modeling of fiber reinforced concrete in a multiscale approach
1325,Comparative analysis of micromechanical models for the elastic composite laminae
1326,Novel hybrid nanocomposite based on Poly(vinyl alcohol)/ carbon quantum dots/fullerene (PVA/CQDs/C60) for thermoelectric power applications
1327,Printability region for 3D concrete printing using slump and slump flow test
1328,Preparation of magnetically retrievable CoFe2O4@SiO2@Dy2Ce2O7 nanocomposites as novel photocatalyst for highly efficient degradation of organic contaminants
1329,The key role of thread and needle selection towards ‘through-thickness reinforcement’ in tufted carbon fiber-epoxy laminates
1330,Dynamic and instability analyses of FG graphene-reinforced sandwich deep curved nanobeams with viscoelastic core under magnetic field effect
1331,Relations between intralaminar micromechanisms and translaminar fracture behavior of unidirectional FRP supported by experimental micromechanics
1332,Energy analysis of fabric impregnated by shear thickening fluid in yarn pullout test
1333,Optimization of graphite contents in PAEK composites for best combination of performance properties
1334,Evaluation of mechanical properties and morphology of seawater aged carbon and glass fiber reinforced polymer hybrid composites
1335,Graphene oxide-coated Poly(vinyl alcohol) fibers for enhanced fiber-reinforced cementitious composites
1336,Curved masonry pillars reinforced with anchored CFRP sheets: An experimental analysis
1337,Cyclic elastic modulus and low cycle fatigue life of woven-type GFRP coated aluminum plates
1338,Viscoelastic damage behavior of fiber reinforced nanoparticle-filled epoxy nanocomposites: Multiscale modeling and experimental validation
1339,Development of strain hardening cementitious composite (SHCC) reinforced with 3D printed polymeric reinforcement: Mechanical properties
1340,Conductive network formation in bacterial cellulose-based nanocomposite aerogels
1341,Strain rate effect on interfacial bond behaviour between BFRP sheets and steel fibre reinforced concrete
1342,Bond behavior of basalt textile meshes in ultra-high ductility cementitious composites
1343,Insights into halloysite or kaolin role of BiVO4 hybrid pigments for applications in polymer matrix and surface coating
1344,Three-dimensional carbon fiber composite printer for CFRP repair
1345,A percolation network model to predict the electrical property of flexible CNT/PDMS composite films fabricated by spin coating technique
1346,Investigation of mechanical properties and shrinkage of ultra-high performance concrete: Influence of steel fiber content and shape
1347,Buckling analysis of composite lattice sandwich shells under uniaxial compression based on the effective analytical equivalent approach
1348,Simulation of electrical conductivity for nanoparticles and nanotubes composite sensor according to geometrical properties of nanomaterials
1349,Optimization of thickness and delamination growth in composite laminates under multi-axial fatigue loading using NSGA-II
1350,Functionalization of graphene oxide with poly(ε-caprolactone) for enhanced interfacial adhesion in polyamide 6 nanocomposites
1351,On the modeling of tensile behavior of ultra-high performance fiber-reinforced concrete with freezing-thawing actions
1352,"Ultra-small SiO2 nanospheres self-pollinated on flower-like MoS2 for simultaneously reinforcing mechanical, thermal and flame-retardant properties of polyacrylonitrile fiber"
1353,Durability of glass FRCM systems: Effects of different environments on mechanical properties
1354,Remote inline monitoring of thermal effects coupled with bending stresses of glass fibres composites
1355,Strain rate effects on the dynamic compressive response and the failure behavior of polyester matrix
1356,Novel dynamic compressive and ballistic properties in 7075-T6 Al-matrix hybrid composite reinforced with SiC and B4C particulates
1357,Quasi-static and fatigue bending behavior of a continuous fiber-reinforced thermoplastic/metal laminate
1358,Cobalt-containing nanoparticles embedded in flexible carbon aerogel for spilled oil cleanup and oxygen reduction reaction
1359,Effect of component and surface structure on poly(l-lactide-co-ɛ- caprolactone) (PLCA)-based composite membrane
1360,From ferroconcrete to Cf/UHTC-SiC: A totally novel densification method and mechanism at 1300 °C without pressure
1361,Holographic polymer nanocomposites with ordered structures and improved electro-optical performance by doping POSS
1362,Synergistic effect of nanoscale carbon black and ammonium polyphosphate on improving thermal stability and flame retardancy of polypropylene: A reactive network for strengthening carbon layer
1363,Synchronous growth of bamboo-shaped CNTs and PyC for fabricating super-elastic nanocomposites
1364,Three-dimensional twisted fiber composite as high-loading cathode support for lithium sulfur batteries
1365,Structural health monitoring for woven fabric CFRP laminates
1366,Fracture of laminated bamboo and the influence of preservative treatments
1367,First-order shear deformation analysis of rectilinear orthotropic composite circular plates undergoing transversal loads
1368,"Reinforced concrete columns of square and rectangular section, confined with FRP – Prediction of stress and strain at failure"
1369,Cobalt [email protected] graphene oxide based nanohybrid for supercapacitor applications
1370,Novel carbon-fibre powder-epoxy composites: Interface phenomena and interlaminar fracture behaviour
1371,Water and gas barrier properties of polyvinyl alcohol (PVA)/starch (ST)/ glycerol (GL)/halloysite nanotube (HNT) bionanocomposite films: Experimental characterisation and modelling approach
1372,FRCM strengthening of clay brick walls for out of plane loads
1373,Structural performance of a hybrid FRP composite – lightweight concrete bridge girder
1374,"Structural, electric and magnetic properties of (BaFe11.9Al0.1O19)1-x - (BaTiO3)x composites"
1375,Dynamic crack growth based on moving mesh method
1376,Through-thickness inhomogeneity in microstructure and tensile properties and tribological performance of friction stir processed AA1050-Al2O3 nanocomposite
1377,Analytical solution of the bond behavior of FRCM composites using a rigid-softening cohesive material law
1378,"Investigating the effects of hybrid reinforcement particles on the microstructural, mechanical and tribological properties of friction stir processed copper surface composites"
1379,Influence of hydrothermal ageing on the fatigue behaviour of a unidirectional flax-epoxy laminate
1380,Electrochemical properties of nonstoichiometric silicon suboxide anode materials with controlled oxygen concentration
1381,Effective behavior of composites with combined kinematic and isotropic hardening based on additive tangent Mori–Tanaka scheme
1382,Enhancing compatibility in epoxy/vulcanized natural rubber (VNR)/Graphene nano-platelets (GNP) system using epoxidized natural rubber (ENR-50)
1383,High flow polypropylene/SEBS composites reinforced with differently treated hemp fibers for injection molded parts
1384,Thermo-mechanical bending of architected functionally graded cellular beams
1385,Review on mechanical properties evaluation of pineapple leaf fibre (PALF) reinforced polymer composites
1386,Organic versus inorganic matrix composites for bond-critical strengthening applications of RC structures – State-of-the-art review
1387,Additive manufacturing of natural fiber reinforced polymer composites: Processing and prospects
1388,The pull-out behavior of chemically treated lignocellulosic fibers/polymeric matrix interface (LF/PM): A review
1389,Editorial Board
1390,Significant improvement of thermal conductivities for BNNS/PVA composite films via electrospinning followed by hot-pressing technology
1391,Jute fabric as a reinforcement for rammed earth structures
1392,Statistical analyses of the effects of bonding parameters and fabrication robustness on the strength of adhesive T-joints
1393,Carbon-coated LiMn1-xFexPO4 (0≤x≤0.5) nanocomposites as high-performance cathode materials for Li-ion battery
1394,Rapidly self-heating shape memory polyurethane nanocomposite with boron-doped single-walled carbon nanotubes using near-infrared laser
1395,Facile fabrication of a novel polyborosiloxane-decorated layered double hydroxide for remarkably reducing fire hazard of silicone rubber
1396,Glucose-based carbon-coating layer on carbon felt electrodes of vanadium redox flow batteries
1397,The effect of cracks on the stability of the functionally graded plates with variable-thickness using HSDT and phase-field theory
1398,Recycled carbon fibre/Bi2Te3 and Bi2S3 hybrid composite doped with MWCNTs for thermoelectric applications
1399,"Improvement of thermal, electrical and mechanical properties of composites using a synergistic network of length controlled-CNTs and graphene nanoplatelets"
1400,Dual effect of dynamic vulcanization of biobased unsaturated polyester: Simultaneously enhance the toughness and fire safety of Poly(lactic acid)
1401,"The effect of nanoperlite and its silane treatment on the crystallinity, rheological, optical, and surface properties of polypropylene/nanoperlite nanocomposite films"
1402,Self-healing epoxy nanocomposite coatings based on dual-encapsulation of nano-carbon hollow spheres with film-forming resin and curing agent
1403,"Preparation of electroactive shape memory polyurethane/graphene nanocomposites and investigation of relationship between rheology, morphology and electrical properties"
1404,Microstructure and mechanical properties of Al matrix nanocomposites reinforced by different amounts of CNT and SiCW
1405,Analysis of internal structure behavior of fiber reinforced cement-tailings matrix composites through X-ray computed tomography
1406,Modeling improved fatigue behavior of sugarcane fiber reinforced epoxy composite using novel treatment method
1407,Hemp as eco-friendly substitute of glass fibres for gypsum reinforcement: Impact and flexural behaviour
1408,A novel magnetic MgFe2O4–MgTiO3 perovskite nanocomposite: Rapid photo-degradation of toxic dyes under visible irradiation
1409,Fabrication of a highly protective silane composite coating with limited water uptake utilizing functionalized carbon nano-tubes
1410,Tensile properties and strengthening effects of Al 3003 alloy weldment reinforced with TiO2 nanoparticles
1411,A theoretical and experimental investigation on the stress distribution in the interface of pre-strained SMA wire/polymer composites
1412,CuO sputtered flexible [email protected] thin films:A recyclable photocatalyst with enhanced electrical properties
1413,Assessment of mechanical and tribological characteristics of Silicon Nitride reinforced aluminum metal matrix composites
1414,Development the sorption behavior of nanocomposite Mg/Al LDH by chelating with different monomers
1415,Nanoindentation and nanostructural characterization of ZrB2–SiC composite doped with graphite nano-flakes
1416,Mechanically stretchable piezoelectric polyvinylidene fluoride (PVDF)/Boron nitride nanosheets (BNNSs) polymer nanocomposites
1417,"Mesoporous strontium ferrite/polythiophene composite: Influence of enwrappment on structural, thermal, and electromagnetic interference shielding"
1418,"Mechanical, dielectric, thermal and antibacterial properties of reduced graphene oxide (rGO)-nanosized C3AH6 cement nanocomposites for smart cement-based materials"
1419,A new micromechanical method for the analysis of thermal conductivities of unidirectional fiber/CNT-reinforced polymer hybrid nanocomposites
1420,Experimental and numerical study of the effect of using polyurethane instead of Teflon strip to simulate debonding defect in composite patch repairs aluminum plate under thermography inspection
1421,Buckling and vibration behaviour of syntactic foam core sandwich beam with natural fiber composite facings under axial compressive loads
1422,In vitro bioactivity and cytocompatablity of an injectable calcium phosphate cement/silanated gelatin microsphere composite bone cement
1423,Fabrication of Fe3O4 nanoparticles coated by extracted shrimp peels chitosan as sustainable adsorbents for removal of chromium contaminates from wastewater: The design of experiment
1424,Mechanical characterization of FDM 3D printing of continuous carbon fiber reinforced PLA composites
1425,Fatigue studies on patch repaired carbon/epoxy woven composites
1426,Stability analysis of an electrically cylindrical nanoshell reinforced with graphene nanoplatelets
1427,"Black phosphorus-based polyvinylidene fluoride nanocomposites: Synthesis, processing and characterization"
1428,Experimental and computational modeling of effective flexural/tensile properties of microwave pyrolysis biochar reinforced GFRP biocomposites
1429,Following the morphological and thermal properties of PLA/PEO blends containing carbon nanotubes (CNTs) during hydrolytic degradation
1430,Biochar as a filler in glassfiber reinforced composites: Experimental study of thermal and mechanical properties
1431,3D printed fiber reinforced polymer composites - Structural analysis
1432,Silicon carbide whiskers enhance mechanical and anti-wear properties of PA6 towards potential applications in aerospace and automobile fields
1433,A multiscale modeling for failure predictions of fiber reinforced composite laminates
1434,Studying the effects of silica/alumina and silica/boehmite binary filler on the mechanical properties and the non-isothermal curing time of carbon black filled tyre tread composite
1435,Delamination R-curve behavior of curved composite laminates
1436,"Effect of interphase, curvature and agglomeration of SWCNTs on mechanical properties of polymer-based nanocomposites: Experimental and numerical investigations"
1437,"Investigation the sustainable additive influence, obtained from milk protein, in the chemical and physical properties of Portland cement"
1438,Synthesis of TiO2/Graphene oxide nanocomposites for their enhanced photocatalytic activity against methylene blue dye and ciprofloxacin
1439,Particle clustering effects on damage mechanisms in elastomeric syntactic foams
1440,Physicochemical properties of the electron beam irradiated bamboo powder and its bio-composites with PLA
1441,Compaction self-assembly of ultralow-binder-content particulate composites
1442,In-situ measurement of SiC/Si interfacial tensile strength of reaction bonded SiC/Si composite
1443,Effect of nanostructured reinforcement of adhesive on thermal cycling performance of a single-lap joint with composite adherends
1444,Mechanical characterization of intralaminar natural fibre-reinforced hybrid composites
1445,"Influence of accelerated weathering on the thermo-mechanical, antibacterial, and rheological properties of polylactic acid incorporated with porous silica-containing varying amount of capsicum oleoresin"
1446,Direct in-situ observation of early age void evolution in sustainable cement paste containing fly ash or limestone
1447,Polishing operation of a steel bar in a shear thickening fluid medium
1448,Development of molecular imprinted sensor including graphitic carbon nitride/N-doped carbon dots composite for novel recognition of epinephrine
1449,Characterization of transverse fracture properties of pultruded GFRP material in tension
1450,Ni-graphene oxide composite coatings: Optimum graphene oxide for enhanced corrosion resistance
1451,Effects of CaTiO3 addition on the microwave dielectric properties and antenna properties of BiVO4 ceramics
1452,Analysis of fracture toughness in mode II and fractographic study of composites based on Elium® 150 thermoplastic matrix
1453,Temperature varied biochar as a reinforcing filler for high-density polyethylene composites
1454,Effect of natural and expanded vermiculite clays on the properties of eco-friendly biopolyethylene-vermiculite clay biocomposites
1455,Investigation on pitch derived mesocarbon spheres based metal composites for highly efficient electromagnetic interference shielding
1456,"Optimizing tribological, tensile & in-vitro biofunctional properties of UHMWPE based nanocomposites with simultaneous incorporation of graphene nanoplatelets (GNP) & hydroxyapatite (HAp) via a facile approach for biomedical applications"
1457,Adsorptive mixed matrix membrane incorporating graphene oxide-manganese ferrite (GMF) hybrid nanomaterial for efficient As(V) ions removal
1458,Preparation of cellulose/copper nanoparticles bionanocomposite films using a bioflocculant polymer as reducing agent for antibacterial and anticorrosion applications
1459,Multifunctional primer film made from percolation enhanced CNT/Epoxy nanocomposite and ultrathin CNT network
1460,Thermomechanical characterization of Nano-Fe3O4 reinforced thermoplastic adhesives and single lap-joints
1461,"Ternary nanocomposite based poly(pyrrole-co-O-toluidine), cobalt ferrite and decorated chitosan as a selective Co2+ cationic sensor"
1462,Characterization of flexible Poly(vinyl butyral)/wood flour composites
1463,Tribological behavior of ultrasonic assisted double stir casted novel nano-composite material (AA7150-hBN) using Taguchi technique
1464,Interactive thermal and inertial buckling of rotating temperature-dependent FG-CNT reinforced composite beams
1465,"A passive oxidation, finite element kinetics model of an Ultra-High Temperature Ceramic composite"
1466,Characterization of glass fiber bituminous coal tar reinforced Polymer Matrix Composites for high performance applications
1467,Effects of loading rate on crack growth behavior in carbon fiber reinforced polymer composites using digital image correlation technique
1468,Dynamic stability of viscoelastic porous FG nanoplate under longitudinal magnetic field via a nonlocal strain gradient quasi-3D theory
1469,A novel green approach for the preparation of high performance nitrile butadiene rubber-pristine graphene nanocomposites
1470,Recycling of fiberglass wind turbine blades into reinforced filaments for use in Additive Manufacturing
1471,Cu(0) and Cu(II) decorated graphene hybrid on improving fireproof efficiency of intumescent flame-retardant epoxy resins
1472,Effect of Al2O3 nanoparticles content and compaction temperature on properties of Al–Al2O3 coated Cu nanocomposites
1473,Optimized surface treatment of aerospace composites using a picosecond laser
1474,Spray-dried nanoporous NiO/PANI:PSS composite microspheres for high-performance asymmetric supercapacitors
1475,A polydopamine-mediated biomimetic facile synthesis of molybdenum carbide-phosphide nanodots encapsulated in carbon shell for electrochemical hydrogen evolution reaction with long-term durability
1476,The effects of Cloisite 20A content on the adhesion strength and corrosion behavior of poly (amide-imide)/cloisite 20A nanocomposite coatings
1477,3D interconnected structure of poly(methyl methacrylate) microbeads coated with copper nanoparticles for highly thermal conductive epoxy composites
1478,Vibration analysis of carbon nanotubes reinforced isotropic doubly-curved nanoshells using nonlocal elasticity theory based on a new higher order shear deformation theory
1479,Some properties of composite panels manufactured from peach (Prunus persica) pits and polypropylene
1480,Obtaining G12 and Xt using mixed ANNs based on matrix and fiber properties
1481,High temperature properties of fiber reinforced polymers and fire insulation for fire resistance modeling of strengthened concrete structures
1482,Deconstructing the role of shear thickening fluid in enhancing the impact resistance of high-performance fabrics
1483,Quickly self-extinguishing flame retardant behavior of rigid polyurethane foams linked with phosphaphenanthrene groups
1484,Surface quality and kerf width prediction in abrasive water jet machining of metal-composite stacks
1485,Microwave shielding behaviour of polypyrrole impregnated fabrics
